skill_name,category,category_detail,category_source,match_type,broad_bucket
3pl central,Business function specific software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
accellos real dispatch,Business function specific software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
acornsystems corporate performance management,Business function specific software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
adp workforce now,Business function specific software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
airtable,Business function specific software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
applicant tracking software,Business function specific software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
appointment scheduling software,Business function specific software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
arcline arcfreight,Business function specific software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
asana,Business function specific software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
audacity,Business function specific software,43231500,UNSPSC,fuzzy,Enterprise & operations
audit software,Business function specific software,43231500,UNSPSC,exact,Enterprise & operations
austin logistics callselect,Business function specific software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
automated inventory software,Business function specific software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
bar coding software,Business function specific software,43231500,UNSPSC,exact,Enterprise & operations
basecamp,Business function specific software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
cadre technologies accuplus integrated distribution logistics system,Business function specific software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
call center software,Business function specific software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
chemsw chemical inventory system cis,Business function specific software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
clubsoft food & beverage point of sale,Business function specific software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
computer aided dispatching auto routing software,Business function specific software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
computer integrated manufacturing cim warehouse shipping manager software,Business function specific software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
computerized inventory tracking software,Business function specific software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
course management system software,Business function specific software,43231500,UNSPSC,fuzzy,Enterprise & operations
credit management software,Business function specific software,43231500,UNSPSC,fuzzy,Enterprise & operations
digital dispatch,Business function specific software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
digivey software (point of sale feature),Business function specific software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
dr. dispatch,Business function specific software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
easy dispatch,Business function specific software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
employee performance management system,Business function specific software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
employee scheduling software,Business function specific software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
epos business solutions system 3 pos,Business function specific software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
esri arclogistics,Business function specific software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
event scheduling software,Business function specific software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
expert system software,Business function specific software,43231500,UNSPSC,exact,Enterprise & operations
fishbowl warehouse,Business function specific software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
focus point of sale pos software,Business function specific software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
food inventory software,Business function specific software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
freightdata,Business function specific software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
halogen e360,Business function specific software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
halogen epraisal,Business function specific software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
help desk software,Business function specific software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
helpdesk or call center software,Business function specific software,43231500,UNSPSC,exact,Enterprise & operations
high school scheduling and transcript hsst,Business function specific software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
human resource information system (hris),Business function specific software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
human resource management software hrms,Business function specific software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
human resource microsystems hr entre,Business function specific software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
human resources management system hrms,Business function specific software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
human resources software,Business function specific software,43231500,UNSPSC,exact,Enterprise & operations
ibm ilog inventory analyst,Business function specific software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
ibm infosphere warehouse,Business function specific software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
infor lawson supply chain management,Business function specific software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
infor supply chain management,Business function specific software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
inventory control software,Business function specific software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
inventory control system software,Business function specific software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
inventory control systems,Business function specific software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
inventory management software,Business function specific software,43231500,UNSPSC,exact,Enterprise & operations
inventory management systems,Business function specific software,43231500,UNSPSC,fuzzy,Enterprise & operations
inventory software,Business function specific software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
inventory tracking software,Business function specific software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
"ipro restaurant inventory, recipe & menu software",Business function specific software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
iqmetrix rq4 retail management system,Business function specific software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
jda software group advanced warehouse replenishment by e3,Business function specific software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
kronos workforce timekeeper,Business function specific software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
label making software,Business function specific software,43231500,UNSPSC,exact,Enterprise & operations
label-making software,Business function specific software,43231500,UNSPSC,fuzzy,Enterprise & operations
landmark sales log-istics,Business function specific software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
lawson human resource management,Business function specific software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
learn.com learncenter talent management suite,Business function specific software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
license management software,Business function specific software,43231500,UNSPSC,exact,Enterprise & operations
logistics support analysts smartlogic,Business function specific software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
mailing and shipping software,Business function specific software,43231500,UNSPSC,exact,Enterprise & operations
maintenance scheduling software,Business function specific software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
manhattan associates pkms pickticket,Business function specific software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
manufacturing resource planning mrp software,Business function specific software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
master scheduling software,Business function specific software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
materials requirements planning logistics and supply chain software,Business function specific software,43231500,UNSPSC,exact,Enterprise & operations
meeting scheduling software,Business function specific software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
mra technologies mratrack warehouse management system,Business function specific software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
music scheduling software,Business function specific software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
office suite software,Business function specific software,43231500,UNSPSC,exact,Enterprise & operations
operations scheduling software,Business function specific software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
oracle advanced procurement,Business function specific software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
oracle e-business suite human resources management system,Business function specific software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
oracle e-business suite logistics,Business function specific software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
oracle e-business suite supply chain management,Business function specific software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
oracle hris,Business function specific software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
oracle inventory,Business function specific software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
oracle manufacturing scheduling,Business function specific software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
oracle self-service human resources,Business function specific software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
oracle taleo,Business function specific software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
order management software,Business function specific software,43231500,UNSPSC,fuzzy,Enterprise & operations
partech pixelpoint pos,Business function specific software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
payment processing software,Business function specific software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
personnel scheduling software,Business function specific software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
plexis software plexis pos,Business function specific software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
procedure management software,Business function specific software,43231500,UNSPSC,exact,Enterprise & operations
process mapping and design software,Business function specific software,43231500,UNSPSC,exact,Enterprise & operations
procurement software,Business function specific software,43231500,UNSPSC,exact,Enterprise & operations
production scheduling and planning software,Business function specific software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
profitool software (human resources feature),Business function specific software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
project management software,Business function specific software,43231500,UNSPSC,exact,Enterprise & operations
project scheduling software,Business function specific software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
property management system pms software,Business function specific software,43231500,UNSPSC,fuzzy,Enterprise & operations
property scheduling software,Business function specific software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
purchasingnet eprocurement,Business function specific software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
qualitech solutions dynamic scheduling,Business function specific software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
records management software,Business function specific software,43231500,UNSPSC,fuzzy,Enterprise & operations
regnow chrysanth inventory manager,Business function specific software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
remote access call center software,Business function specific software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
resource and patient management system rpms scheduling software,Business function specific software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
resource management software,Business function specific software,43231500,UNSPSC,fuzzy,Enterprise & operations
rta fleet management,Business function specific software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
rytech software small business inventory control,Business function specific software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
scheduling software,Business function specific software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
specialized business solutions keystroke pos,Business function specific software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
spillman technologies spillman computer-aided dispatch,Business function specific software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
staff scheduling software,Business function specific software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
supply chain capacity planning software,Business function specific software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
swisslog warehousemanager,Business function specific software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
tempworks recruiting and staffing software,Business function specific software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
time tracking software,Business function specific software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
timekeeping software,Business function specific software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
transportation management system tms software,Business function specific software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
turtle creek software goldenseal (calendar and scheduling feature),Business function specific software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
ultimate software ultipro,Business function specific software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
unifocus watson human resources manager,Business function specific software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
ups logistics technologies roadnet transportation suite,Business function specific software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
varsity shipsoft supply chain execution suite,Business function specific software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
warehouse management system wms,Business function specific software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
work scheduling software,Business function specific software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
workbrain employee scheduling,Business function specific software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
workforce management software,Business function specific software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
workforce management system software,Business function specific software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
workforce software empcenter time and attendance,Business function specific software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
workscape hr service center,Business function specific software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
wrike,Business function specific software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
action games,Computer game or entertainment software,43232000,UNSPSC,exact,Communication & creative
general atomic and molecular electronic structure system gamess,Computer game or entertainment software,keyword_assigned,UNSPSC,keyword,Communication & creative
music or sound editing software,Computer game or entertainment software,43232000,UNSPSC,exact,Communication & creative
3d graphics software,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
acd systems canvas,Content authoring and editing software,UNSPSC,UNSPSC,keyword_extended,Communication & creative
adobe acrobat,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
adobe acrobat pro extended,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
adobe acrobat reader,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
adobe acrobat writer,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
adobe actionscript,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
adobe after effects,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
adobe captivate,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
adobe connect,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
adobe director,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
adobe distiller,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
adobe dreamweaver,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
adobe experience manager (aem),Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
adobe framemaker,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
adobe freehand mx,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
adobe illustrator,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
adobe incopy,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
adobe indesign,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
adobe lifecycle es,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
adobe macromedia homesite,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
adobe pagemaker,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
adobe persuasion,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
adobe photoshop,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
adobe postscript,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
adobe presenter,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
adobe robohelp,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
altia design,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
appca personal chef office,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
apple final cut express,Content authoring and editing software,UNSPSC,UNSPSC,keyword_extended,Communication & creative
apple final cut pro,Content authoring and editing software,UNSPSC,UNSPSC,keyword_extended,Communication & creative
audio editing software,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
audion laboratories voxpro,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
autocrit editing wizard,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
autodesk 3ds max design,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
avid digidesign pro tools,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
avid media composer,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
avid pro tools,Content authoring and editing software,UNSPSC,UNSPSC,keyword_extended,Communication & creative
avid technology media composer,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
avid technology pro tools,Content authoring and editing software,UNSPSC,UNSPSC,keyword_extended,Communication & creative
biometrics video game software,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
bqe software archioffice,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
broadcast electronics audiovault flex,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
calendar and scheduling software,Content authoring and editing software,43232100,UNSPSC,exact,Communication & creative
cambridgesoft chemoffice ultra,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
camera bits photo mechanic,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
canva,Content authoring and editing software,UNSPSC,UNSPSC,keyword_extended,Communication & creative
charting software,Content authoring and editing software,43232100,UNSPSC,exact,Communication & creative
collaborative editing software,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
computer assisted design software,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
corel coreldraw graphics suite,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
corel presentation,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
corel wordperfect office suite,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
dalet digital media systems dalet media life,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
datcomedia ebis,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
designware 3d eyewitness,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
desktop publishing software,Content authoring and editing software,43232100,UNSPSC,exact,Communication & creative
digital image management solutions crime scene,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
document publishing software,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
drone image capturing software,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
electronic design automation eda software,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
embroidery design software,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
emerald software group emerald green office,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
eyeglass design software,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
field programmable gate array fpga design software,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
geomechanical design analysis gda software,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
global graphics software harlequin,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
google video,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
graphic presentation software,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
graphical user interface gui builder software,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
graphics creation software,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
graphics or photo imaging software,Content authoring and editing software,43232100,UNSPSC,exact,Communication & creative
graphics software,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
greenbrier graphics deed plotter,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
home energy efficient design heed,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
image analysis software,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
image analysis systems,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
image deposit exchange check station,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
image editing software,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
image processing software,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
image processing systems,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
image scanning software,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
imagej,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
instructure canvas,Content authoring and editing software,UNSPSC,UNSPSC,keyword_extended,Communication & creative
intergraph geomedia transportation manager,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
iphotomeasure,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
iseemedia photovista panorama,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
kcd cabinet design software,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
libreoffice,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
logic design robologix,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
macromedia cold fusion,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
mastercam computer-aided design and manufacturing software,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
mastercam design,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
maxon cinema 4d,Content authoring and editing software,UNSPSC,UNSPSC,keyword_extended,Communication & creative
mediachance multimedia builder,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
mediavue,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
mediawiki,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
mentor graphics leonardospectrum,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
microsoft excel,Content authoring and editing software,UNSPSC,UNSPSC,keyword_extended,Communication & creative
microsoft office document imaging,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
microsoft office live meeting,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
microsoft office software,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
microsoft onenote,Content authoring and editing software,UNSPSC,UNSPSC,keyword_extended,Communication & creative
microsoft project,Content authoring and editing software,UNSPSC,UNSPSC,keyword_extended,Communication & creative
microsoft publisher,Content authoring and editing software,UNSPSC,UNSPSC,keyword_extended,Communication & creative
microsoft visio,Content authoring and editing software,UNSPSC,UNSPSC,keyword_extended,Communication & creative
microsoft word,Content authoring and editing software,UNSPSC,UNSPSC,keyword_extended,Communication & creative
mitek systems imagenet payments,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
multimedia video analysis software,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
neooffice,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
office gemini diamond vision,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
openoffice writer,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
openoffice.org,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
optical character reader ocr or scanning software,Content authoring and editing software,43232100,UNSPSC,exact,Communication & creative
pattern design software,Content authoring and editing software,43232100,UNSPSC,exact,Communication & creative
penchant software dispatchoffice,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
photo editing software,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
photomodeler,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
photon design picwave,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
pipingoffice,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
presentation software,Content authoring and editing software,43232100,UNSPSC,exact,Communication & creative
reality star proagent power series presentations,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
realtystar agentoffice,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
restaurant operations & management spreadsheet library,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
roof support design software,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
sap bex report designer,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
sap powerdesigner,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
scalable vector graphics svg,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
simple directmedia layer sdl,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
social media sites,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
social media software,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
spreadsheet programs,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
spreadsheet software,Content authoring and editing software,43232100,UNSPSC,exact,Communication & creative
statgraphics,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
tactile graphic production kits software,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
tangle s creations your insurance office,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
user interface design software,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
vectorsgi image exchange solution,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
vertafore imageright,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
video analysis software,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
video content editing software,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
video creation and editing software,Content authoring and editing software,43232100,UNSPSC,exact,Communication & creative
video development software,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
video digitizers,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
video file conversion software,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
video retrieval systems,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
vlc media player,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
web page creation and editing software,Content authoring and editing software,43232100,UNSPSC,exact,Communication & creative
wevideo,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
wilhelm publishing threshold,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
windows media player,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
word processing software,Content authoring and editing software,43232100,UNSPSC,exact,Communication & creative
wordperfect,Content authoring and editing software,UNSPSC,UNSPSC,keyword_extended,Communication & creative
wordpress,Content authoring and editing software,43232100,UNSPSC,fuzzy,Communication & creative
zuken electrical design software,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
zylab zyimage,Content authoring and editing software,keyword_assigned,UNSPSC,keyword,Communication & creative
content management systems cms,Content management software,keyword_assigned,UNSPSC,keyword,Communication & creative
content workflow software,Content management software,43232200,UNSPSC,exact,Communication & creative
document management software,Content management software,43232200,UNSPSC,exact,Communication & creative
document management system software,Content management software,43232200,UNSPSC,exact,Communication & creative
element management software,Content management software,43232200,UNSPSC,fuzzy,Communication & creative
file versioning software,Content management software,43232200,UNSPSC,exact,Communication & creative
insystems calligo document management system,Content management software,keyword_assigned,UNSPSC,keyword,Communication & creative
microsoft sharepoint,Content management software,keyword_assigned,UNSPSC,keyword,Communication & creative
multi-line optical character reader ocr software,Content management software,UNSPSC,UNSPSC,keyword_extended,Communication & creative
omnirim records management suite,Content management software,UNSPSC,UNSPSC,keyword_extended,Communication & creative
optical character recognition ocr software,Content management software,UNSPSC,UNSPSC,keyword_extended,Communication & creative
records management systems,Content management software,UNSPSC,UNSPSC,keyword_extended,Communication & creative
sitecore cms,Content management software,keyword_assigned,UNSPSC,keyword,Communication & creative
spillman technologies records management,Content management software,UNSPSC,UNSPSC,keyword_extended,Communication & creative
travel agent cms,Content management software,keyword_assigned,UNSPSC,keyword,Communication & creative
vasont content management system,Content management software,keyword_assigned,UNSPSC,keyword,Communication & creative
actuate birt,Data management and query software,UNSPSC,UNSPSC,keyword_extended,Data & analytics
actuate docbook,Data management and query software,UNSPSC,UNSPSC,keyword_extended,Data & analytics
adobe analytics,Data management and query software,keyword_assigned,UNSPSC,keyword,Data & analytics
adp super report writer,Data management and query software,UNSPSC,UNSPSC,keyword_extended,Data & analytics
alteryx software,Data management and query software,UNSPSC,UNSPSC,keyword_extended,Data & analytics
amazon dynamodb,Data management and query software,UNSPSC,UNSPSC,keyword_extended,Data & analytics
amazon kinesis,Data management and query software,UNSPSC,UNSPSC,keyword_extended,Data & analytics
