skill_name,category,category_detail,category_source,match_type,broad_bucket
laboratory information system lis,Finance accounting and enterprise resource planning ERP software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
m8 client billing,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
management information base mib software,Finance accounting and enterprise resource planning ERP software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
management information systems mis,Finance accounting and enterprise resource planning ERP software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
mcafee enterprise security manager,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
medgate enterprise ehs,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
medicaid management information system mmis,Finance accounting and enterprise resource planning ERP software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
medical billing software,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
metricstream enterprise compliance platform,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
microsoft dynamics gp,Finance accounting and enterprise resource planning ERP software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
microsoft dynamics nav,Finance accounting and enterprise resource planning ERP software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
microsoft great plains personal data keeper,Finance accounting and enterprise resource planning ERP software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
microsoft powerpoint,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
molecular simulations weblab viewerpro,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
moneytree silver financial planner (presentation feature),Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
msr visual exporter enterprise integrator,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
nch software express invoice,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
netsuite erp,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
nuance paperport professional,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
oracle business intelligence enterprise edition,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
oracle e-business suite financials,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
oracle enterprise asset management eam,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
"oracle enterprise governance, risk, and compliance manager",Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
oracle hyperion financial management,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
oracle java 2 platform enterprise edition j2ee,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
oracle jd edwards enterpriseone,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
oracle jd edwards enterpriseone project management,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
oracle peoplesoft,Finance accounting and enterprise resource planning ERP software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
oracle peoplesoft enterprise financial management solutions,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
oracle peoplesoft enterprise supply planning multi-site material planner,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
oracle peoplesoft financials,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
oracle primavera enterprise project portfolio management,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
oracle primavera p6 enterprise portfolio project management,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
panalytical x'pert epitaxy,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
pantone colorvision profilerplus,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
payroll software,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
petz enterprises v-tax,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
piccolo software piccolotaxi,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
primatech auditworks,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
profitool software (time accounting feature),Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
qad adaptive erp,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
quark enterprise publishing software,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
quicken,Finance accounting and enterprise resource planning ERP software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
radiant systems counterpoint,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
red hat enterprise linux,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
reliability information software,Finance accounting and enterprise resource planning ERP software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
rsm mcgladrey advanced practice solutions paperless audit,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
rsm mcgladrey auditor assistant,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
sage 100 erp,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
sage 300 construction and real estate,Finance accounting and enterprise resource planning ERP software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
sage 50 accounting,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
sage cpadocument manager,Finance accounting and enterprise resource planning ERP software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
sage edp payroll tax,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
sage erp accpac,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
sage handisoft handiledger,Finance accounting and enterprise resource planning ERP software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
sage hrms,Finance accounting and enterprise resource planning ERP software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
sage mas 200 erp,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
sage mas 500,Finance accounting and enterprise resource planning ERP software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
sage mas 90 erp,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
sage peachtree premium accounting for manufacturing,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
sage saleslogix,Finance accounting and enterprise resource planning ERP software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
sage software sage50,Finance accounting and enterprise resource planning ERP software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
sage timeslips,Finance accounting and enterprise resource planning ERP software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
sales tax tools sales tax researcher,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
sap apo,Finance accounting and enterprise resource planning ERP software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
sap ariba,Finance accounting and enterprise resource planning ERP software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
sap business and customer relations management software,Finance accounting and enterprise resource planning ERP software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
sap business objects,Finance accounting and enterprise resource planning ERP software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
sap businessobjects crystal reports,Finance accounting and enterprise resource planning ERP software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
sap businessobjects data integrator,Finance accounting and enterprise resource planning ERP software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
sap concur,Finance accounting and enterprise resource planning ERP software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
sap crystal reports,Finance accounting and enterprise resource planning ERP software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
sap ehs management,Finance accounting and enterprise resource planning ERP software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
sap erp,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
sap erp financials,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
sap maintenance,Finance accounting and enterprise resource planning ERP software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
sap master data management mdm,Finance accounting and enterprise resource planning ERP software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
sap netweaver bw,Finance accounting and enterprise resource planning ERP software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
sap powerbuilder,Finance accounting and enterprise resource planning ERP software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
sap scm,Finance accounting and enterprise resource planning ERP software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
sap software,Finance accounting and enterprise resource planning ERP software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
sas enterprise miner,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
scansoft paperport pro,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
search engine results pages serp software,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
smesource billingorchard,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
software ag enterprise software,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
solidworks enterprise pdm,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
southern data systems tellerpro,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
splunk enterprise,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
ssa global infinium financial management,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
statcom patient flow logistics enterprise suite,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
stromberg enterprise,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
student information systems sis software,Finance accounting and enterprise resource planning ERP software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
summit software summit biofuels accounting,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
sungard financial systems addvantage,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
tax accounting software,Finance accounting and enterprise resource planning ERP software,43231600,UNSPSC,fuzzy,Enterprise & operations
tax compliance property tax management software,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
tax planning software,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
tax preparation software,Finance accounting and enterprise resource planning ERP software,43231600,UNSPSC,exact,Enterprise & operations
tax software,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
technology group international enterprise 21 erp,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
tecsys pointforce enterprise,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
thomson gosystem mytaxinfo,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
thomson gosystem tax,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
thomson reuters elite billing manager,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
thomson reuters elite enterprise,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
thomson reuters paisley enterprise grc,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
ticket information tracking software,Finance accounting and enterprise resource planning ERP software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
time accounting software,Finance accounting and enterprise resource planning ERP software,43231600,UNSPSC,exact,Enterprise & operations
time and payroll management software,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
tmw enterprise transportation management systems,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
transtek compass erp,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
tranware enterprise suite,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
turtle creek software goldenseal (accounting feature),Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
turtle creek software goldenseal (time accounting feature),Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
wolters kluwer financial services complianceone,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
workday software,Finance accounting and enterprise resource planning ERP software,UNSPSC,UNSPSC,keyword_extended,Enterprise & operations
workflow international deskflow enterprise,Finance accounting and enterprise resource planning ERP software,keyword_assigned,UNSPSC,keyword,Enterprise & operations
1cadcam unigraphics,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
access management software,Industry specific software,43232600,UNSPSC,fuzzy,Domain-specific & industry
actimize brokerage compliance solutions,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
aderant legal software,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
adinstruments labchart,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
aec design group cadpipe,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
allscripts healthcare automation software,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
allscripts professional pm,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
american legalnet smart dockets,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
american medical association codemanager,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
analytical or scientific software,Industry specific software,43232600,UNSPSC,exact,Domain-specific & industry
ansys multiphysics,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
ansys simulation software,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
api healthcare activestaffer,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
applied search technology cadfind,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
arenasoft estimating,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
asset management software,Industry specific software,43232600,UNSPSC,fuzzy,Domain-specific & industry
athena software penelope case management,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
atlas construction business forms,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
atoll geocad,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
autodesk 3ds max,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
autodesk autocad,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
autodesk autocad blue sky,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
autodesk autocad civil 3d,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
autodesk autocad mechanical,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
autodesk caice visual transportation,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
autodesk inventor,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
autodesk maya,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
autodesk mudbox,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
autodesk revit,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
automated underwriting software,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
automatic data processing estimating,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
aviation ground support software,Industry specific software,43232600,UNSPSC,exact,Domain-specific & industry
aws elastic mapreduce (emr),Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
bentley geopak bridge,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
bentley microstation,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
bentley systems autopipe,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
bentley systems inroads suite,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
bentley systems projectwise,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
bizmatics prognocis emr,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
bowne jfs litigator's notebook,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
bsi compliancefactory,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
cadcorp desktop gis,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
cadence encounter rtl compiler,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
cadence pspice,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
cascading style sheets css,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
cd-adapco star-cad,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
clinical trial management software,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
cnc consulting machinists' calculator,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
cnc mastercam,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
compliance software,Industry specific software,43232600,UNSPSC,exact,Domain-specific & industry
compliance testing software,Industry specific software,43232600,UNSPSC,fuzzy,Domain-specific & industry
compliancemax,Industry specific software,43232600,UNSPSC,fuzzy,Domain-specific & industry
computational fluid dynamics cfd software,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
computer aided design and drafting cadd software,Industry specific software,43232600,UNSPSC,fuzzy,Domain-specific & industry
computer aided design and drafting software cadd,Industry specific software,43232600,UNSPSC,fuzzy,Domain-specific & industry
computer aided design cad software,Industry specific software,43232600,UNSPSC,exact,Domain-specific & industry
computer aided dispatch software,Industry specific software,43232600,UNSPSC,fuzzy,Domain-specific & industry
computer aided manufacturing cam software,Industry specific software,43232600,UNSPSC,exact,Domain-specific & industry
computer numerical control cnc software,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
construction management software proest,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
construction master pro,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
corporate responsibility system technologies limited crstl compliance positioning system,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
cost estimating software,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
cpr international generalcost estimator,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
cpsi ehr system,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
dassault systemes abaqus,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
dassault systemes catia,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
dassault systemes solidworks,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
delcam powermill,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
deoxyribonucleic acid dna sequence analysis software,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
dexter + cheney spectrum construction software,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
discrete event simulation software,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
drawing and drafting software,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
eclinicalworks ehr software,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
ecologic adam indoor air quality and analytical data management,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
editcnc,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
egs featurecam,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
electronic health record ehr software,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
electronic medical record emr software,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
epcon international chempro engineering suite,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
epic systems,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
epiccare ambulatory electronic medical records (emr) software,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
equipment compliance testing software,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
ess compliance suite,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
estimating software,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
evolution computing easycad,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
expert health data programming vitalnet,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
facilities management software,Industry specific software,43232600,UNSPSC,exact,Domain-specific & industry
fannie mae desktop underwriter,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
finite element analysis fea software,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
finite element analysis software,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
finite element method fem software,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
flight control software,Industry specific software,43232600,UNSPSC,exact,Domain-specific & industry
flight simulation software,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
freddie mac loan prospector,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
ge healthcare centricity emr,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
ge intelligent platforms proficy hmi/scada ifix,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
greenway medical technologies primesuite,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
gtx rastorcad,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
healthcare common procedure coding system hcpcs,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
healthline systems eyecom,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
healthprolink medatlas,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
hexagon metrology pc-dmis,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
hibernate orm,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
hospitality control solutions aloha point-of-sale,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
ibm spss statistics,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
ikorb real estate,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
industrial control software,Industry specific software,43232600,UNSPSC,exact,Domain-specific & industry
industrial scientific inet,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
insurance rating software,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
international centre for diffraction data icdd ddview,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
iss construction manager,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
kewill compliance partner,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
labware lims,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
legal document software,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
legal files software,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
legal research software,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
legal software,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
levare center court,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
lexisnexis,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
lexisnexis accurint,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
lexisnexis banko,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
lexisnexis casemap,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
lexisnexis courtlink strategic profiles,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
lexisnexis pclaw,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
lexisnexis riskwise,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
lexisnexis shepard's citations service,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
lexisnexis time matters,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
library software,Industry specific software,43232600,UNSPSC,exact,Domain-specific & industry
linkcad,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
litigation management software,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
litigation support software,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
mannus compliance: ehs,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
manufacturing execution system mes software,Industry specific software,43232600,UNSPSC,exact,Domain-specific & industry
maplesoft maple,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
mathsoft mathcad,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
mathworks simulink,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
maya nastran,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
mazak mazatrol smart cnc,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
mckesson lytec,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
medical condition coding software,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
medical information software,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
medical procedure coding software,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
medical software,Industry specific software,43232600,UNSPSC,exact,Domain-specific & industry
mediregs e-dition compliance monitor,Industry specific software,keyword_assigned,UNSPSC,keyword,Domain-specific & industry
meditech laboratory and microbiology,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
meditech software,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
meetingmatrix international,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
microblast recipe wizard for windows,Industry specific software,UNSPSC,UNSPSC,keyword_extended,Domain-specific & industry
