classification,month,total_posts,bucket_communication_and_creative_pct_posts,bucket_communication_and_creative_n_posts,bucket_communication_and_creative_total_mentions,bucket_communication_and_creative_avg_mentions_per_post,bucket_data_and_analytics_pct_posts,bucket_data_and_analytics_n_posts,bucket_data_and_analytics_total_mentions,bucket_data_and_analytics_avg_mentions_per_post,bucket_development_and_infrastructure_pct_posts,bucket_development_and_infrastructure_n_posts,bucket_development_and_infrastructure_total_mentions,bucket_development_and_infrastructure_avg_mentions_per_post,bucket_domain_specific_and_industry_pct_posts,bucket_domain_specific_and_industry_n_posts,bucket_domain_specific_and_industry_total_mentions,bucket_domain_specific_and_industry_avg_mentions_per_post,bucket_enterprise_and_operations_pct_posts,bucket_enterprise_and_operations_n_posts,bucket_enterprise_and_operations_total_mentions,bucket_enterprise_and_operations_avg_mentions_per_post,bucket_security_and_compliance_pct_posts,bucket_security_and_compliance_n_posts,bucket_security_and_compliance_total_mentions,bucket_security_and_compliance_avg_mentions_per_post
Other,2016-12,3,33.333333333333336,1,1,0.3333333333333333,0.0,0,0,0.0,0.0,0,0,0.0,33.333333333333336,1,1,0.3333333333333333,0.0,0,0,0.0,0.0,0,0,0.0
Other,2017-01,6,16.666666666666668,1,1,0.16666666666666666,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0
Other,2017-02,8,75.0,6,10,1.25,75.0,6,11,1.375,50.0,4,11,1.375,50.0,4,6,0.75,75.0,6,29,3.625,0.0,0,0,0.0
Other,2017-03,3,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0
Other,2017-05,3,100.0,3,5,1.6666666666666667,0.0,0,0,0.0,0.0,0,0,0.0,33.333333333333336,1,3,1.0,0.0,0,0,0.0,0.0,0,0,0.0
Other,2017-06,11,0.0,0,0,0.0,0.0,0,0,0.0,9.090909090909092,1,1,0.09090909090909091,27.272727272727273,3,3,0.2727272727272727,9.090909090909092,1,1,0.09090909090909091,0.0,0,0,0.0
Other,2017-07,4,25.0,1,4,1.0,25.0,1,1,0.25,25.0,1,2,0.5,25.0,1,2,0.5,25.0,1,2,0.5,0.0,0,0,0.0
Other,2017-08,5,80.0,4,8,1.6,20.0,1,2,0.4,60.0,3,3,0.6,40.0,2,5,1.0,80.0,4,9,1.8,0.0,0,0,0.0
Other,2017-09,5,20.0,1,3,0.6,0.0,0,0,0.0,0.0,0,0,0.0,60.0,3,4,0.8,40.0,2,2,0.4,0.0,0,0,0.0
Other,2017-10,4,25.0,1,1,0.25,0.0,0,0,0.0,0.0,0,0,0.0,25.0,1,1,0.25,50.0,2,4,1.0,0.0,0,0,0.0
Other,2017-11,8,75.0,6,16,2.0,50.0,4,7,0.875,37.5,3,6,0.75,50.0,4,16,2.0,50.0,4,7,0.875,12.5,1,2,0.25
Other,2017-12,9,33.333333333333336,3,6,0.6666666666666666,11.11111111111111,1,1,0.1111111111111111,0.0,0,0,0.0,33.333333333333336,3,6,0.6666666666666666,44.44444444444444,4,9,1.0,11.11111111111111,1,1,0.1111111111111111
Other,2018-01,17,11.764705882352942,2,3,0.17647058823529413,5.882352941176471,1,1,0.058823529411764705,5.882352941176471,1,1,0.058823529411764705,17.647058823529413,3,3,0.17647058823529413,11.764705882352942,2,7,0.4117647058823529,0.0,0,0,0.0
Other,2018-02,11,45.45454545454545,5,9,0.8181818181818182,18.181818181818183,2,2,0.18181818181818182,9.090909090909092,1,1,0.09090909090909091,27.272727272727273,3,7,0.6363636363636364,27.272727272727273,3,13,1.1818181818181819,27.272727272727273,3,3,0.2727272727272727
Other,2018-03,9,44.44444444444444,4,11,1.2222222222222223,11.11111111111111,1,3,0.3333333333333333,0.0,0,0,0.0,22.22222222222222,2,6,0.6666666666666666,44.44444444444444,4,13,1.4444444444444444,11.11111111111111,1,1,0.1111111111111111
Other,2018-04,15,6.666666666666667,1,1,0.06666666666666667,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,6.666666666666667,1,4,0.26666666666666666,0.0,0,0,0.0
Other,2018-05,20,10.0,2,4,0.2,0.0,0,0,0.0,0.0,0,0,0.0,5.0,1,2,0.1,15.0,3,4,0.2,0.0,0,0,0.0
Other,2018-06,26,46.15384615384615,12,44,1.6923076923076923,23.076923076923077,6,11,0.4230769230769231,30.76923076923077,8,32,1.2307692307692308,46.15384615384615,12,22,0.8461538461538461,42.30769230769231,11,31,1.1923076923076923,0.0,0,0,0.0
Other,2018-07,23,47.82608695652174,11,34,1.4782608695652173,43.47826086956522,10,21,0.9130434782608695,30.434782608695652,7,20,0.8695652173913043,60.869565217391305,14,28,1.2173913043478262,47.82608695652174,11,40,1.7391304347826086,0.0,0,0,0.0
Other,2018-08,29,75.86206896551724,22,55,1.896551724137931,48.275862068965516,14,39,1.3448275862068966,44.827586206896555,13,38,1.3103448275862069,82.75862068965517,24,45,1.5517241379310345,65.51724137931035,19,49,1.6896551724137931,0.0,0,0,0.0
Other,2018-09,35,82.85714285714286,29,51,1.457142857142857,37.142857142857146,13,29,0.8285714285714286,34.285714285714285,12,29,0.8285714285714286,74.28571428571429,26,47,1.3428571428571427,71.42857142857143,25,59,1.6857142857142857,11.428571428571429,4,4,0.11428571428571428
Other,2018-10,556,72.84172661870504,405,889,1.5989208633093526,12.949640287769784,72,95,0.17086330935251798,13.309352517985612,74,184,0.33093525179856115,59.71223021582734,332,671,1.2068345323741008,52.15827338129496,290,699,1.2571942446043165,26.798561151079138,149,159,0.28597122302158273
Other,2018-11,444,53.828828828828826,239,425,0.9572072072072072,9.00900900900901,40,66,0.14864864864864866,14.63963963963964,65,160,0.36036036036036034,50.67567567567568,225,294,0.6621621621621622,57.207207207207205,254,695,1.5653153153153154,21.846846846846848,97,98,0.22072072072072071
Other,2018-12,174,77.58620689655173,135,241,1.3850574712643677,15.517241379310345,27,51,0.29310344827586204,18.96551724137931,33,87,0.5,52.298850574712645,91,168,0.9655172413793104,54.02298850574713,94,210,1.206896551724138,56.89655172413793,99,108,0.6206896551724138
Other,2019-01,352,67.32954545454545,237,514,1.4602272727272727,15.340909090909092,54,96,0.2727272727272727,22.443181818181817,79,179,0.5085227272727273,38.92045454545455,137,222,0.6306818181818182,65.05681818181819,229,539,1.53125,17.613636363636363,62,63,0.17897727272727273
Other,2019-02,144,77.08333333333333,111,230,1.5972222222222223,18.055555555555557,26,48,0.3333333333333333,32.638888888888886,47,109,0.7569444444444444,54.166666666666664,78,155,1.0763888888888888,54.861111111111114,79,152,1.0555555555555556,26.38888888888889,38,40,0.2777777777777778
Other,2019-03,399,61.40350877192982,245,433,1.0852130325814537,11.278195488721805,45,80,0.20050125313283207,17.54385964912281,70,132,0.3308270676691729,44.86215538847118,179,289,0.7243107769423559,46.11528822055138,184,429,1.0751879699248121,18.045112781954888,72,75,0.18796992481203006
Other,2019-04,1201,88.34304746044963,1061,1540,1.2822647793505413,5.328892589508743,64,153,0.1273938384679434,20.48293089092423,246,389,0.32389675270607826,24.895920066611158,299,542,0.45129059117402165,66.61115736885928,800,1452,1.208992506244796,64.61282264779351,776,779,0.6486261448792673
Other,2019-05,349,73.06590257879657,255,597,1.7106017191977076,27.507163323782233,96,156,0.4469914040114613,34.67048710601719,121,248,0.7106017191977078,62.46418338108882,218,518,1.484240687679083,58.739255014326645,205,491,1.4068767908309456,10.888252148997134,38,39,0.11174785100286533
Other,2019-06,1233,94.16058394160584,1161,2082,1.6885644768856447,10.62449310624493,131,230,0.18653690186536903,84.18491484184915,1038,1344,1.0900243309002433,69.50527169505271,857,1672,1.3560421735604218,92.29521492295216,1138,3433,2.7842660178426604,3.4874290348742902,43,46,0.0373073803730738
Other,2019-07,811,91.49198520345253,742,1852,2.283600493218249,22.44143033292232,182,310,0.38224414303329224,26.387176325524045,214,486,0.5992601726263872,89.27250308261405,724,1990,2.4537607891491984,86.06658446362515,698,1840,2.2688039457459928,11.590628853267571,94,99,0.1220715166461159
Other,2019-08,455,78.68131868131869,358,805,1.7692307692307692,35.38461538461539,161,266,0.5846153846153846,43.51648351648352,198,561,1.232967032967033,73.62637362637362,335,987,2.169230769230769,71.20879120879121,324,788,1.731868131868132,10.76923076923077,49,58,0.12747252747252746
Other,2019-09,457,86.2144420131291,394,889,1.9452954048140043,40.0437636761488,183,281,0.6148796498905909,48.35886214442013,221,560,1.225382932166302,81.61925601750546,373,1099,2.4048140043763677,75.054704595186,343,857,1.87527352297593,14.223194748358862,65,70,0.15317286652078774
Other,2019-10,974,79.26078028747433,772,1697,1.742299794661191,35.1129363449692,342,582,0.5975359342915811,48.25462012320329,470,1272,1.3059548254620124,70.43121149897331,686,1947,1.9989733059548254,62.012320328542096,604,1533,1.5739219712525667,11.806981519507186,115,123,0.12628336755646818
Other,2019-11,2968,93.93530997304582,2788,9290,3.1300539083557952,11.084905660377359,329,548,0.18463611859838275,49.49460916442049,1469,2162,0.7284366576819407,39.31940700808625,1167,2186,0.7365229110512129,89.8921832884097,2668,4562,1.5370619946091644,4.177897574123989,124,133,0.04481132075471698
Other,2019-12,14116,65.38679512609805,9230,15108,1.0702748654009635,2.9186738452819494,412,749,0.05306035704165486,15.429300085009919,2178,3147,0.22293850949277416,45.52281099461604,6426,8560,0.6064040804760555,39.7563049022386,5612,13541,0.9592660810427883,11.865967696231227,1675,1692,0.11986398413148201
Other,2020-01,6578,65.0653694131955,4280,9461,1.4382791121921557,15.719063545150501,1034,1934,0.29401033748859834,30.875646093037396,2031,5783,0.8791425965339009,56.26330191547583,3701,7154,1.0875646093037397,71.70872605655214,4717,12956,1.9695956217695347,13.681970203709334,900,928,0.14107631498935846
Other,2020-02,5322,89.59037955655768,4768,14752,2.7718902668169862,20.349492671927848,1083,1943,0.3650883126644119,51.54077414505825,2743,5099,0.9580984592258549,70.98835024426907,3778,6827,1.2827884254039834,85.24990605035701,4537,12124,2.2780909432544156,13.0402104472003,694,765,0.14374295377677565
Other,2020-03,4675,82.58823529411765,3861,9902,2.1180748663101605,30.67379679144385,1434,3046,0.6515508021390375,56.106951871657756,2623,5939,1.270374331550802,77.62566844919786,3629,8365,1.7893048128342246,76.59893048128342,3581,10457,2.2367914438502674,16.427807486631018,768,822,0.1758288770053476
Other,2020-04,4426,85.51739719837325,3785,9596,2.168097605061003,36.64708540442838,1622,3017,0.6816538635336648,59.850881156800725,2649,6223,1.4060099412562133,76.45729778581112,3384,7574,1.711251694532309,75.64392227745142,3348,9388,2.1211025756891098,17.419792137370084,771,817,0.18459105286940805
Other,2020-05,42612,86.55073688162959,36881,82724,1.9413310804468225,37.55045527081573,16001,29015,0.6809114803341781,39.90190556650709,17003,42846,1.0054914108701773,82.5072749460246,35158,76779,1.8018163897493664,70.99173941612692,30251,72799,1.7084154698207077,15.964986388810663,6803,7451,0.17485684783629024
Other,2020-06,78100,84.74647887323944,66187,158233,2.026030729833547,37.98847631241998,29669,53197,0.6811395646606915,41.74135723431498,32600,79364,1.0161843790012803,78.75160051216389,61505,133879,1.7141997439180539,75.53008962868118,58989,148262,1.8983610755441742,17.464788732394368,13640,14901,0.19079385403329066
Other,2020-07,43244,85.81999815003238,37112,88451,2.0453935806123393,38.016834705392654,16440,29600,0.6844880214596245,42.926186291739896,18563,44904,1.038386828230506,81.11645546202942,35078,82230,1.9015354731292202,76.22560355193784,32963,81984,1.8958468226806031,15.99065766349089,6915,7567,0.1749838127832763
Other,2020-08,66204,87.13823938130626,57689,139578,2.1083016131955774,33.472297746359736,22160,39602,0.5981813787686545,38.829980061627694,25707,57716,0.8717902241556401,80.11902604072262,53042,121441,1.8343453567760257,73.72968400700864,48812,118995,1.7973989487040058,16.65609328741466,11027,11800,0.17823696453386503
Other,2020-09,97974,88.51225835425726,86719,199614,2.03741809051381,28.092146896115295,27523,48031,0.49024230918406925,35.514524261538774,34795,73782,0.7530773470512585,75.77112295098699,74236,162638,1.6600118398758854,66.35842162206299,65014,159310,1.6260436442321433,16.95347745320187,16610,17645,0.18009880172290607
Other,2020-10,99999,85.37485374853749,85374,197475,1.974769747697477,29.79729797297973,29797,53053,0.5305353053530535,33.425334253342534,33425,75211,0.7521175211752118,79.44279442794428,79442,179649,1.7965079650796507,65.50965509655097,65509,164785,1.6478664786647867,19.71919719197192,19719,20722,0.2072220722207222
Other,2020-11,114652,84.82015141471584,97248,223122,1.946080312598123,35.41935596413495,40609,71470,0.6233646164044239,36.54711649164428,41902,98462,0.8587900778006489,81.21096884485225,93110,206457,1.8007274186233122,67.41269232111084,77290,191661,1.671676028329205,17.095209852422986,19600,20933,0.18257858563304608
Other,2020-12,68783,85.6650625881395,58923,137804,2.003460157306311,42.05981129058052,28930,51198,0.7443408981870521,42.311326926711544,29103,73116,1.0629952168413708,81.97374351220505,56384,121367,1.7644912260296877,76.49419187880726,52615,130681,1.8999025922102846,17.2920634459096,11894,12895,0.18747364901211055
Other,2021-01,131456,85.91848222979552,112945,272638,2.0739867332035056,40.22866966893866,52883,94933,0.7221655915287244,42.18141431353457,55450,132358,1.0068616114897762,80.8376947419669,106266,235613,1.7923335564751703,77.24105404089582,101538,256075,1.9479902020447906,17.700219084712757,23268,25202,0.19171433787731257
Other,2021-02,137325,86.999453850355,119472,291978,2.126182413981431,39.400691789550336,54107,98704,0.7187620608046604,41.44474786091389,56914,136929,0.9971163298743856,80.59056981612962,110671,245889,1.7905625341343527,76.17403968687421,104606,260927,1.9000691789550337,16.613144001456398,22814,24616,0.17925359548516293
Other,2021-03,249362,87.82011693842686,218990,522135,2.093883590924038,34.83850787208957,86874,163110,0.6541092869001692,40.16048956938106,100145,241601,0.9688765730143326,79.88105645607591,199193,454062,1.8208949238456542,72.0350334052502,179628,458093,1.8370601775731668,16.968503621241407,42313,45371,0.18194833214363054
Other,2021-04,298565,87.04168271565656,259876,613863,2.0560447473749437,36.018287475089174,107538,206495,0.6916249392929513,39.86267646911058,119016,304586,1.0201664629142733,80.92542662401821,241615,555221,1.859631905950128,72.0717431715037,215181,543820,1.8214459162996333,16.350208497312142,48816,52603,0.17618609013112724
Other,2021-05,273168,87.7672348152053,239752,585078,2.141824811105254,37.63251918233468,102800,196270,0.718495577812921,40.59772740584549,110900,284747,1.0423878345926316,80.9498184267557,221129,508775,1.8624985356996426,74.9081151525801,204625,523254,1.9155025478826218,17.21468107538218,47025,51125,0.18715588941603703
Other,2021-06,176660,87.04234122042341,153769,386972,2.1904902071776293,39.14751500056606,69158,127676,0.722721612136307,43.66862900486811,77145,188332,1.0660704177516134,81.29853956753085,143622,325196,1.8408015396807427,77.3395222461225,136628,345605,1.9563285406996491,17.815577946337598,31473,34020,0.19257330465300576
Other,2021-07,168738,86.36643790965876,145733,359891,2.13283907596392,39.04751745309296,65888,121116,0.7177754862568004,43.740591923573824,73807,180644,1.0705590916094774,80.03887683864927,135056,301073,1.784263177233344,77.23038082708104,130317,328086,1.9443515983358817,18.183218954829382,30682,33926,0.2010572603681447
Other,2021-08,304363,87.34405956045906,265843,641860,2.1088634295232995,35.6679359843345,108560,196244,0.6447695679172567,40.06695951873257,121949,286843,0.9424371556332406,80.20225848739827,244106,547428,1.7986023268268483,75.431310638941,229585,572888,1.8822524419853925,19.083791393829078,58084,63613,0.20900372252869107
Other,2021-09,333780,86.94349571574091,290200,705466,2.11356582179879,37.72784468811792,125928,231070,0.6922823416621727,40.99286955479657,136826,328242,0.9834082329678231,81.24003834861286,271163,599948,1.7974354365150698,75.0674096710408,250560,628930,1.8842650847863862,16.33381269099407,54519,60049,0.17990592605908085
Other,2021-10,284774,86.05034167445062,245049,618033,2.1702578184806196,38.784790746346225,110449,202169,0.7099278726288214,41.7085127153462,118775,285730,1.0033570480451164,80.77703722952236,230032,513642,1.803682920491337,76.82091763995308,218766,549571,1.9298496351492762,16.537675490037714,47095,51667,0.18143159136718942
Other,2021-11,296601,87.06747448592553,258243,667560,2.250700435939191,39.785435652610744,118004,215573,0.7268114402850968,42.703497290973395,126659,306890,1.034689700978756,82.87969359509914,245822,553660,1.8666828500241064,78.80856773915124,233747,581915,1.9619455092868872,16.479040866349067,48877,53955,0.18191105222167153
Other,2021-12,272819,87.99203867765809,240059,596737,2.187300004765064,39.90961040103512,108881,197095,0.7224386864551222,41.37028579387799,112866,270360,0.9909866981405254,83.48318848760533,227758,502982,1.8436472533071377,74.70960600251449,203822,507924,1.8617618274387049,15.255902264871581,41621,45648,0.16731972479922586
Other,2022-01,316024,87.98382401336607,278050,697110,2.2058767688529985,41.63133179758499,131565,244766,0.7745171252816242,43.505872971673035,137489,346852,1.0975495531984913,84.10089107156419,265779,627157,1.9845233273422271,77.77004278156089,245772,615791,1.9485577044781408,17.54645216818976,55451,60510,0.1914727995342126
Other,2022-02,317462,87.45330149750207,277631,691364,2.177785057739194,44.85765225444305,142406,261751,0.8245112800902156,45.57427345635068,144681,359522,1.1324882978120216,84.69864109720218,268886,626262,1.9727148446113236,80.43482369543442,255350,641163,2.019652745840447,17.197018855800064,54594,59566,0.1876319055509006
Other,2022-03,331170,87.34366035570855,289256,733993,2.2163631971495,43.06640094211432,142623,260688,0.787172751154996,44.40529033426941,147057,354307,1.0698644200863605,83.54410121689767,276673,653498,1.9733007216837275,80.67880544735333,267184,680081,2.053570673672132,18.84228643898904,62400,68203,0.20594558685871306
Other,2022-04,296819,86.07467850777746,255486,638990,2.1527934532492865,40.20867936351783,119347,217994,0.7344341164143805,44.89672157105846,133262,307797,1.0369855029496091,81.04703539867731,240563,561943,1.8932177522328422,80.55717457440393,239109,614367,2.069837173496306,19.20193788133509,56995,61867,0.20843342238872847
Other,2022-05,311512,85.9520660520301,267751,663285,2.129243817252626,39.64084850663859,123486,228813,0.7345238706695087,42.79514111815917,133312,320013,1.0272894784149567,82.01064485477285,255473,608570,1.9536005033513957,78.29618120650248,243902,619695,1.9893134132874497,18.60281465882534,57950,62851,0.2017610878553635
Other,2022-06,325760,86.28131139489194,281070,697386,2.140796905697446,38.43166748526522,125195,229049,0.7031219302554027,44.325884086444006,144396,339241,1.0413832269155205,83.1164047151277,270760,652112,2.0018172888015715,77.96291748526522,253972,650192,1.9959233791748527,18.7549115913556,61096,66559,0.20431913064833007
Other,2022-07,336636,87.18229779346237,293487,734254,2.1811511543625755,37.81443458215996,127297,232791,0.6915214059102414,42.64843926377452,143570,335451,0.9964798773749688,82.9364654998277,279194,674303,2.0030626552121578,78.07216102852934,262819,667553,1.9830113238037523,18.610309057854774,62649,68732,0.2041730533870412
Other,2022-08,337302,86.41780955938594,291489,726068,2.152575436848877,38.50525641709803,129879,238744,0.707804875156388,42.448903356635896,143181,333105,0.9875571446359642,84.15959585178861,283872,691573,2.0503080325642897,79.12790318468316,266900,674761,2.0004654582540273,22.109860006759522,74577,82219,0.24375485469994249
Other,2022-09,320646,86.35785258509384,276903,692828,2.1607255353255614,38.08561466539424,122120,222418,0.6936559320870992,42.871578001908645,137466,317548,0.9903382546484285,82.79255003960755,265471,646788,2.017140397821897,79.3632229935817,254475,643476,2.0068112497894877,21.67156303212889,69489,76684,0.23915470643638156
Other,2022-10,301310,86.34496033984932,260166,638702,2.1197504231522353,37.78235040323919,113842,199462,0.6619826756496632,39.17792306926421,118047,268485,0.8910590421824699,83.93481796156782,252904,619083,2.0546380803823303,78.70897082738708,237158,593928,1.9711526335003817,26.437887889548968,79660,86525,0.2871627227772062
Other,2022-11,251021,86.30433310360488,216642,538933,2.1469637998414477,36.905677214256976,92641,163351,0.6507463518988451,38.203178220148914,95898,217243,0.8654375530334115,83.62129064898953,209907,516294,2.05677612630019,78.23648220666797,196390,499334,1.9892120579553105,26.054393855494162,65402,71704,0.28564940781846937
Other,2022-12,220724,87.41595839147533,192948,481821,2.1829116906181474,37.16224787517442,82026,146208,0.66240191370218,37.06484115909461,81811,188622,0.8545604465305087,82.64031097660427,182407,459045,2.079723999202624,78.41104728076694,173072,433627,1.9645666080716189,25.2781754589442,55795,60783,0.27538011271995794
Other,2023-01,253093,85.38916524755722,216114,541085,2.1378900246154577,35.07248323738705,88766,155166,0.6130789867756121,37.42576839343641,94722,205198,0.8107612616706112,80.80270888566653,204506,510540,2.0172031624738733,78.32456843926936,198234,509716,2.0139474422445502,22.732750411903925,57535,62653,0.24754931981524578
Other,2023-02,216431,84.79238186766221,183517,464774,2.14744653030296,36.9983967176606,80076,141303,0.6528778224930809,36.91430525202028,79894,174871,0.8079757520872703,82.98718760251535,179610,464988,2.148435298085764,78.32611779273763,169522,434001,2.00526264721782,22.243578784924527,48142,52840,0.24414247496892774
Other,2023-03,258366,85.1276870795693,219941,547818,2.1203176888599895,34.85830178893508,90062,163356,0.6322658554144122,36.242384833917775,93638,209172,0.8095956898353499,84.2227692498239,217603,573735,2.2206288753164114,77.69017595194414,200725,511615,1.980194762468746,27.13592345742087,70110,76376,0.2956116516879156
Other,2023-04,259735,86.44233545729301,224521,561017,2.159959189173581,36.43752285983791,94641,167472,0.6447802568002002,37.55520049280998,97544,225133,0.8667796022869463,82.19300440833926,213484,548154,2.1104356363216357,78.48345428994938,203849,511978,1.9711552158931218,27.483011530983504,71383,77308,0.2976418272470018
Other,2023-05,303391,85.87103770382114,260525,649353,2.14031728034121,35.974369707736884,109143,194592,0.6413901533005264,38.28557867570231,116155,254171,0.8377671058139496,81.2753179889977,246582,630718,2.0788948914107537,77.99242561578953,236622,589900,1.9443556334894574,28.251662046665853,85713,93130,0.30696362120168363
Other,2023-06,270222,85.30874614206097,230523,574282,2.1252229648215173,32.9987935845342,89170,158280,0.5857406132735307,39.95307561930561,107962,230553,0.853198481248751,80.42720429868774,217332,559681,2.0711896144651436,77.26276913056672,208781,525641,1.9452191161341417,27.3123579871365,73804,82431,0.3050491817838666
Other,2023-07,244644,85.40900246889358,208948,519217,2.1223369467471103,32.943378950638476,80594,144646,0.5912509605794543,36.19259004921437,88543,193086,0.7892529553146613,81.78332597570348,200078,530064,2.166674841810958,77.24898219453573,188985,466799,1.9080745900165137,29.817203773646604,72946,79671,0.32566096041595133
Other,2023-08,267773,83.28248180361724,223008,550105,2.054370679642832,33.0425397631576,88479,152605,0.5699043592893981,37.47054408024707,100336,208674,0.7792944023482576,78.06052141179282,209025,537745,2.008212179719389,76.45169602611166,204717,507130,1.8938802642536776,23.011655394681316,61619,67221,0.25103725917101427
Other,2023-09,249595,83.32939361766061,207986,505934,2.0270197720306897,32.32236222680743,80675,137661,0.5515374907349907,39.05567018570083,97481,201707,0.808137182235221,79.59133796750736,198656,497908,1.9948636791602397,76.35289168452894,190573,479622,1.9216009936096476,22.290911276267554,55637,61224,0.24529337526793404
Other,2023-10,280320,81.57248858447488,228664,556931,1.9867686929223745,32.21853595890411,90315,154025,0.5494613299086758,37.1115154109589,104031,215033,0.7670983162100456,77.83854166666667,218197,550746,1.9647046232876713,74.25014269406392,208138,511041,1.8230629280821917,21.847174657534246,61242,67591,0.24112086187214612
Other,2023-11,272304,82.59482049474117,224909,557749,2.0482585639579294,33.7123215230037,91800,155283,0.5702560373699982,37.7959927140255,102920,218144,0.8011046477466361,78.47809800810859,213699,538906,1.9790601680474764,74.78369763205829,203639,502228,1.8443651213349785,20.654121863799283,56242,62635,0.2300186556201892
Other,2023-12,254491,83.44774471395846,212367,531112,2.086957888491145,34.48727066968969,87767,147475,0.5794900409051793,39.201779237772655,99765,209529,0.8233257757641724,79.34111618878467,201916,508194,1.996903623310844,74.27217465450644,189016,467937,1.8387172827329847,21.447909749264216,54583,60929,0.2394151463116574
Other,2024-01,381486,82.92545466937187,316349,797498,2.090503976554841,31.83498214875513,121446,204682,0.5365386934251847,37.33872278406023,142442,293320,0.7688879801617884,79.21837236490985,302207,791377,2.074458826798362,75.70212275155576,288793,720428,1.8884782141415413,23.440440802545833,89422,98043,0.2570028782183357
Other,2024-02,362759,82.56500872480076,299512,749098,2.065001833172988,33.59806372826036,121880,206811,0.5701057727030894,38.23475089522245,138700,293414,0.8088400287794376,79.0312576669359,286693,752888,2.0754495408797577,75.96558596754319,275572,694730,1.91512822562638,21.797942986941745,79074,86665,0.23890516844516607
Other,2024-03,403688,81.67297516894236,329704,847090,2.0983779552525714,31.67644319375359,127874,219164,0.5429044212362022,37.83020550524167,152716,317784,0.7872019975822913,76.99882087156418,310835,808198,2.002036225996314,75.6373734170944,305339,774789,1.9192767681972216,22.188175026257902,89571,98717,0.24453786092229643
Other,2024-04,440657,73.65184258958782,324552,832473,1.889163226727364,29.249053118411826,128888,222161,0.5041585632362586,34.61853550493922,152549,320264,0.72678750138997,68.69220277903221,302697,780402,1.7709964893329733,68.6025638989055,302302,752558,1.7078090215292165,20.635097139044653,90930,101334,0.22996117161420335
Other,2024-05,368180,81.8107990656744,301211,760690,2.0660818078113965,33.20386767342061,122250,210435,0.5715546743440708,39.663751425932965,146034,315733,0.8575506545711337,77.19675158889673,284223,746932,2.0287142158726708,75.46824922592211,277859,689075,1.871570970720843,22.422184800912596,82554,94309,0.2561491661687218
Other,2024-06,370801,79.40296816891001,294427,737108,1.9878802915849743,32.21296598444988,119446,203963,0.550060544604788,39.91574995752438,148008,310095,0.836284152415986,75.10632387722795,278495,725879,1.9575972017335443,73.73874396239492,273424,689141,1.8585197990296682,21.89017828970256,81169,92688,0.2499669634116413
Other,2024-07,556948,72.03850269684064,401217,1011410,1.8159864116578208,26.29653037626493,146458,249302,0.44762168101869476,31.485345130963754,175357,371108,0.6663243247125404,61.958926147503895,345079,898297,1.6128920473724657,62.56383001644678,348448,863551,1.5505056127322479,19.31095901233149,107552,125141,0.22469063539145487
Other,2024-08,463123,77.74198215160983,360041,946498,2.043729203688869,31.181997007274525,144411,252128,0.5444082889426783,34.836965557746,161338,361412,0.780380158186918,68.28423550547046,316240,868989,1.8763676172420718,66.27936854788037,306955,772052,1.6670560520639226,22.458180656110795,104009,123041,0.26567672087112926
Other,2024-09,431015,82.1261441017134,353976,930697,2.159314641021774,32.4835562567428,140009,247517,0.5742653967959351,37.432107931278495,161338,359466,0.833998816746517,72.5352945953157,312638,842824,1.9554400658909783,70.2263262299456,302686,775119,1.798357365752932,24.6601626393513,106289,125605,0.29141677203809613
Other,2024-10,424005,84.52093725309842,358373,961067,2.266640723576373,33.68922536290846,142844,255389,0.6023254442754212,38.77713706206295,164417,372028,0.8774141814365397,75.25878232568012,319101,878758,2.0725180127592835,71.82368132451268,304536,779547,1.8385325644744754,25.296163960330656,107257,127518,0.3007464534616337
Other,2024-11,343736,85.089720017688,292484,790237,2.29896490329788,34.8857844392208,119915,214175,0.6230799218004515,38.109188446947655,130995,304388,0.8855284287941909,76.1692112551493,261821,736276,2.141981055228431,71.7829962529383,246744,644289,1.8743716107710569,26.493588102497267,91068,109277,0.3179096748667582
Other,2024-12,312776,84.02115251809602,262798,715866,2.2887497761976623,32.63134000051155,102063,180724,0.577806481315702,35.74890656572116,111814,253049,0.809042253881372,74.75925262807888,233829,653609,2.089703174156585,69.67190577282145,217917,557576,1.7826687469626825,25.93069800751976,81105,95168,0.3042688697342507
Other,2025-01,35804,86.95397162328231,31133,83985,2.345687632666741,31.4434141436711,11258,19195,0.5361132834320188,34.032510334040886,12185,26160,0.7306446207127695,76.18143224220758,27276,77451,2.1631940565299965,70.86638364428555,25373,64312,1.7962238855993744,30.426767958887275,10894,13180,0.36811529438051616
