outcome,classification,icc,term,Value,Std.Error,t-value,p-value
cat_active_learning_total_mentions,aug,0.0,Intercept,2.1098204480099304e-17,3865231.094898113,5.458458747252588e-24,1.0
cat_active_learning_total_mentions,aug,0.0,TIME,0.019247923892991944,0.0019494485056588621,9.873522607608788,5.422611674955116e-23
cat_active_learning_total_mentions,aug,0.0,TRANS,-0.4347375358088252,0.09887182830809273,-4.3969808513517865,1.0976702456873243e-05
cat_active_learning_total_mentions,aug,0.0,RECOV,-0.017757113587019837,0.005444582210459894,-3.261428131786796,0.0011085252889279599
cat_active_learning_total_mentions,aug,0.0,Group Var,0.0,,,
cat_active_learning_total_mentions,auto,0.0,Intercept,-6.349409045492202e-16,0.4377405536994428,-1.4504959597259e-15,0.9999999999999989
cat_active_learning_total_mentions,auto,0.0,TIME,0.00021666814149633867,0.013923203660690827,0.01556165856483552,0.9875840940094165
cat_active_learning_total_mentions,auto,0.0,TRANS,-3.459132216086891,0.770503371812877,-4.489444618455179,7.140910938291654e-06
cat_active_learning_total_mentions,auto,0.0,RECOV,0.4302304056581461,0.036727339663630745,11.714172864096165,1.0783853535258518e-31
cat_active_learning_total_mentions,auto,0.0,Group Var,1.232595164407831e-32,,,
cat_active_learning_total_mentions,both,0.0,Intercept,2.1653134495163016e-17,8947006.28609951,2.42015416137623e-24,1.0
cat_active_learning_total_mentions,both,0.0,TIME,0.0034624505311781507,0.0038359677015117615,0.9026276550278546,0.36672354399174834
cat_active_learning_total_mentions,both,0.0,TRANS,-0.33374353596981343,0.18129109580493835,-1.8409262434427973,0.06563236799325574
cat_active_learning_total_mentions,both,0.0,RECOV,0.009429698665564742,0.01004605723795398,0.9386467190271786,0.34791215761014405
cat_active_learning_total_mentions,both,0.0,Group Var,0.0,,,
cat_active_listening_total_mentions,aug,0.622,Intercept,0.5846340240887551,1.3059999234215565,0.447652418353201,0.6544040664067168
cat_active_listening_total_mentions,aug,0.622,TIME,0.1306703071697641,0.009051618322858794,14.436126503453162,3.0659509325007413e-47
cat_active_listening_total_mentions,aug,0.622,TRANS,-1.7961567655550428,0.4600145157427316,-3.90456540845238,9.439486031229583e-05
cat_active_listening_total_mentions,aug,0.622,RECOV,-0.12117259490290849,0.025271160681161062,-4.7948963022200735,1.6275900188932476e-06
cat_active_listening_total_mentions,aug,0.622,Group Var,1.7029210774067842,0.3245225506226166,5.247466082525312,1.54205427552255e-07
cat_active_listening_total_mentions,auto,0.0,Intercept,-9.72586738712665e-16,0.6634240430418294,-1.4660106894126276e-15,0.9999999999999988
cat_active_listening_total_mentions,auto,0.0,TIME,0.016684462551494895,0.02085005482236231,0.8002119271936067,0.4235880205403122
cat_active_listening_total_mentions,auto,0.0,TRANS,-5.301762966663547,1.15988409783916,-4.570942024759733,4.855366072366275e-06
cat_active_listening_total_mentions,auto,0.0,RECOV,0.6325725052328443,0.05658852289175435,11.178459392602699,5.198457372294004e-29
cat_active_listening_total_mentions,auto,0.0,Group Var,1.232595164407831e-32,0.006115810912348096,2.0154239267259982e-30,1.0
cat_active_listening_total_mentions,both,0.605,Intercept,1.550226516645717,2.8627842173574716,0.5415100821244127,0.588156050315986
cat_active_listening_total_mentions,both,0.605,TIME,0.20791863063846233,0.021599616593656442,9.626033394478197,6.2079744993590385e-22
cat_active_listening_total_mentions,both,0.605,TRANS,-4.168655040937524,1.0233274199235376,-4.073627814301119,4.628643039022132e-05
cat_active_listening_total_mentions,both,0.605,RECOV,-0.22699815465384068,0.0565453821526654,-4.014441958159807,5.958660399791013e-05
cat_active_listening_total_mentions,both,0.605,Group Var,1.568380650671986,0.39905494504152866,3.9302373524246605,8.48620481174326e-05
cat_administration_and_management_total_mentions,aug,0.0,Intercept,7.716301651294181,39.28075262083185,0.19643976086145504,0.8442659777965562
cat_administration_and_management_total_mentions,aug,0.0,TIME,10.678704811945922,0.34601453319884234,30.862012393592863,3.865207508322563e-209
cat_administration_and_management_total_mentions,aug,0.0,TRANS,-174.49009186284974,17.605310543741897,-9.911219198849928,3.720776544438677e-23
cat_administration_and_management_total_mentions,aug,0.0,RECOV,-9.10931541076767,0.9663103286420139,-9.426904733150554,4.223688570970721e-21
cat_administration_and_management_total_mentions,aug,0.0,Group Var,1.024937377073886,0.19662918259034118,5.212539479499586,1.862729091976604e-07
cat_administration_and_management_total_mentions,auto,0.0,Intercept,-1.7769821836454963e-14,1198115188.5628958,-1.483148031682108e-23,1.0
cat_administration_and_management_total_mentions,auto,0.0,TIME,2.836433323079515,0.6345248482308531,4.470169026457988,7.81578050439171e-06
cat_administration_and_management_total_mentions,auto,0.0,TRANS,-97.91038610475273,33.744328706872686,-2.90153604640567,0.0037133805449096023
cat_administration_and_management_total_mentions,auto,0.0,RECOV,1.9397533158132894,1.671440075214675,1.1605281843946174,0.24583382551708433
cat_administration_and_management_total_mentions,auto,0.0,Group Var,0.0,,,
cat_administration_and_management_total_mentions,both,0.0,Intercept,-43.93730626646685,58.02175881961218,-0.7572556771859769,0.44889669941019494
cat_administration_and_management_total_mentions,both,0.0,TIME,12.557160964696763,0.8934930630909871,14.054010583200274,7.279214267049221e-45
cat_administration_and_management_total_mentions,both,0.0,TRANS,-151.2829154373374,42.68297478184193,-3.5443386083224864,0.00039359939555480984
cat_administration_and_management_total_mentions,both,0.0,RECOV,-3.7191931619112792,2.3344017384036144,-1.5932104147826147,0.11111299560565417
cat_administration_and_management_total_mentions,both,0.0,Group Var,0.3170470171803498,0.0833643037530756,3.803150784050695,0.0001428673370940181
cat_administrative_total_mentions,aug,0.0,Intercept,-2.9227992098116875,9.716809756276437,-0.30079823348643275,0.7635683555331167
cat_administrative_total_mentions,aug,0.0,TIME,2.040150743171274,0.0936442741109008,21.786177131931947,3.137777730621966e-105
cat_administrative_total_mentions,aug,0.0,TRANS,-36.08940868075846,4.768564714366434,-7.568191026543174,3.784571971221406e-14
cat_administrative_total_mentions,aug,0.0,RECOV,-1.3851276596213484,0.26138262525748635,-5.299233865513701,1.1628960466357322e-07
