outcome,classification,icc,term,Value,Std.Error,t-value,p-value
cat_active_learning_n_posts,aug,0.0,Intercept,2.1098204480099304e-17,3865231.094898113,5.458458747252588e-24,1.0
cat_active_learning_n_posts,aug,0.0,TIME,0.019247923892991944,0.0019494485056588621,9.873522607608788,5.422611674955116e-23
cat_active_learning_n_posts,aug,0.0,TRANS,-0.4347375358088252,0.09887182830809273,-4.3969808513517865,1.0976702456873243e-05
cat_active_learning_n_posts,aug,0.0,RECOV,-0.017757113587019837,0.005444582210459894,-3.261428131786796,0.0011085252889279599
cat_active_learning_n_posts,aug,0.0,Group Var,0.0,,,
cat_active_learning_n_posts,auto,0.0,Intercept,-6.349409045492202e-16,0.4377405536994428,-1.4504959597259e-15,0.9999999999999989
cat_active_learning_n_posts,auto,0.0,TIME,0.00021666814149633867,0.013923203660690827,0.01556165856483552,0.9875840940094165
cat_active_learning_n_posts,auto,0.0,TRANS,-3.459132216086891,0.770503371812877,-4.489444618455179,7.140910938291654e-06
cat_active_learning_n_posts,auto,0.0,RECOV,0.4302304056581461,0.036727339663630745,11.714172864096165,1.0783853535258518e-31
cat_active_learning_n_posts,auto,0.0,Group Var,1.232595164407831e-32,,,
cat_active_learning_n_posts,both,0.0,Intercept,2.1653134495163016e-17,8947006.28609951,2.42015416137623e-24,1.0
cat_active_learning_n_posts,both,0.0,TIME,0.0034624505311781507,0.0038359677015117615,0.9026276550278546,0.36672354399174834
cat_active_learning_n_posts,both,0.0,TRANS,-0.33374353596981343,0.18129109580493835,-1.8409262434427973,0.06563236799325574
cat_active_learning_n_posts,both,0.0,RECOV,0.009429698665564742,0.01004605723795398,0.9386467190271786,0.34791215761014405
cat_active_learning_n_posts,both,0.0,Group Var,0.0,,,
cat_active_listening_n_posts,aug,0.622,Intercept,0.5846340240887551,1.3059999234215565,0.447652418353201,0.6544040664067168
cat_active_listening_n_posts,aug,0.622,TIME,0.1306703071697641,0.009051618322858794,14.436126503453162,3.0659509325007413e-47
cat_active_listening_n_posts,aug,0.622,TRANS,-1.7961567655550428,0.4600145157427316,-3.90456540845238,9.439486031229583e-05
cat_active_listening_n_posts,aug,0.622,RECOV,-0.12117259490290849,0.025271160681161062,-4.7948963022200735,1.6275900188932476e-06
